src_title,db_type,fonds_title,creator,image_title,subjects,names,creation_date,image_number,description,image_url
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 105 Street (west),,,1940,EA-275-1196,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NTk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MTI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 106 Avenue (south).,,,,EA-275-1198,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NjE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MTQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 106 Avenue (south).,,,,EA-275-1199,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NjI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MTU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 108 Street (east),,,1960,EA-275-12,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NjM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MTY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 105 Avenue (north).,,,,EA-275-1200,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NjU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MTg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 105 Avenue (north).,,,,EA-275-1201,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NjY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MTk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 106 Avenue (south).,,,,EA-275-1202,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5Njc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MjA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 106 Avenue (south).,,,,EA-275-1203,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5Njg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MjE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street -105 Avenue (north).,,,,EA-275-1204,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5Njk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MjI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 106 Avenue (north),,,1940,EA-275-1205,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NzA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MjM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 106 Avenue (south),,,1940,EA-275-1206,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NzE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MjQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 105 Avenue (south),,,1940,EA-275-1207,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NzI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MjU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 105 Avenue (north),,,1940,EA-275-1209,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NzQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Mjc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,107 Avenue - 114 Street (east),,,1957,EA-275-121,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NzU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Mjg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 96 Street (east),,,1940,EA-275-1210,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5NzY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Mjk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,102 Street - Jasper Avenue (north),,,1940,EA-275-1211,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5Nzc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MzA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,102 Street - Jasper Avenue (north),,,1940,EA-275-1212,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5Nzg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MzE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,95 Street - 102 Avenue (north),,,1940,EA-275-1214,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MzM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,109 Street - 100 Avenue (south),,,"October, 1941",EA-275-1215,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MzQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Edmonton Motors - Jasper Avenue - 116 Street.,,,,EA-275-1217,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4MzY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,104 Avenue - 112 Street (west),,,1960,EA-275-1218,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Mzc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 116 Street east),,,1960,EA-275-1219,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Mzg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Kingsway Avenue -106 Street (west),,,1965,EA-275-1220,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,95 Street - 117 Avenue (north),,,1960,EA-275-1221,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5ODg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 111 Street (east),,,1965,EA-275-1224,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Kingsway Avenue -106 Street (west),,,1965,EA-275-1225,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,82 Avenue - 101 Street (west).,,,1965,EA-275-1226,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,118 Avenue - 66 Street (east),,,1969,EA-275-1228,118 Avenue - 66 Street (east),https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,118 Avenue - 96 Street (west),,,1965,EA-275-1229,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NDk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,104 Street - 64 Avenue (south),,,1965,EA-275-1230,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,104 Street - 64 Avenue (south),,,1965,EA-275-1231,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjU5OTk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 105 Avenue (north),,,1965,EA-275-1232,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,101 Street - 105 Avenue (north),,,1965,EA-275-1233,101 Street - 105 Avenue (north),https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Kingsway Avenue - 119 Street (west),,,1965,EA-275-1234,Kingsway Avenue - 119 Street (west),https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Kingsway Avenue - 119 Street (northwest),,,1965,EA-275-1235,Kingsway Avenue - 119 Street (northwest),https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,111 Avenue - 95 Street (west),,,1965,EA-275-1236,111 Avenue - 95 Street (west),https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,111 Avenue - 95 Street (east),,,1965,EA-275-1237,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 112 Street (east),,,1962,EA-275-1238,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NTk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,109 Street - 81 Avenue (north),,,1957,EA-275-124,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NjE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 103 Street (west),,,1968,EA-275-1240,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMDk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NjI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,Hook Signs,Jasper Avenue - 106 Street (east),,,1974,EA-275-1241,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NjM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,Hook Signs,Jasper Avenue - 106 Street (east),,,1974,EA-275-1242,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NjQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 114 Street (west),,,1968,EA-275-1243,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NjU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 114 Street (west),,,1968,EA-275-1244,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NjY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 115 Street (east),,,1968,EA-275-1245,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Njc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,Hook Signs,Jasper Avenue - 115 Street (east),,,1972,EA-275-1246,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Njg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 108 Street (west),,,1968,EA-275-1247,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Njk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 109 Street (east),,,1968,EA-275-1248,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NzA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,Hook Signs,Jasper Avenue - 109 Street (east),,,1972,EA-275-1249,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMTg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NzE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,Hook Signs,Jasper Avenue - 96 Street (east),,,1974,EA-275-1252,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NzU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 96 Street (east),,,1968,EA-275-1253,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4NzY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 108 Street (west),,,1968,EA-275-1254,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Nzc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Commercial Printers - Jasper Avenue -109 Street,,,1968,EA-275-1255,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Nzg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,109 Street - 102 Avenue (south),,,1968,EA-275-1256,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4Nzk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 108 Street (west),,,1968,EA-275-1257,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4ODA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,,Jasper Avenue - 108 Street (west),,,1968,EA-275-1258,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4ODE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
,Hook Signs,Hook Signs fonds,Hook Signs,Commercial Printers - Jasper Avenue - 109 Street,,,1969,EA-275-1259,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=MjYwMjk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MTQ4ODI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
